From,To,Distance (m),Travel Time (1-10),Traffic Density
À La Main,Cà Phê Long Béo,1320.29,10,low
Bệnh viện Quận 7,Tạp Hoá Ngọc Hân,1320.68,10,low
Tạp Hoá Ngọc Hân,Bệnh viện Quận 7,1320.68,10,high
British English Club,Cửa hàng Chuồn chuồn Đỏ,1321.53,10,low
Cửa hàng Chuồn chuồn Đỏ,British English Club,1321.53,10,low
Hỷ Lạc Bánh Mì Chay,Hương Sen Spa,1321.88,10,medium
Hương Sen Spa,Hỷ Lạc Bánh Mì Chay,1321.88,10,high
Bệnh viện Quận 7,Tạp Hoá Ngọc Hân,1321.99,10,low
Tạp Hoá Ngọc Hân,Bệnh viện Quận 7,1321.99,10,medium
Katinat,Hỷ Lạc Bánh Mì Chay,1322.31,10,high
Hỷ Lạc Bánh Mì Chay,Katinat,1322.31,10,low
"67 Mai Văn Vĩnh,",Katinat,1322.38,10,high
Katinat,"67 Mai Văn Vĩnh,",1322.38,10,high
Tịnh xá Ngọc Quy,An Vegetarian,1322.78,10,high
An Vegetarian,Tịnh xá Ngọc Quy,1322.78,10,medium
Quận 7,Hỷ Lạc Bánh Mì Chay,1323.93,10,low
Hỷ Lạc Bánh Mì Chay,Quận 7,1323.93,10,low
Parkson,Si Cafe,1324.37,10,low
Si Cafe,Parkson,1324.37,10,low
Mỹ Khang,Khu dân cư Kỷ Nguyên,1324.62,10,low
Khu dân cư Kỷ Nguyên,Mỹ Khang,1324.62,10,high
Trường Tiểu học Lê Anh Xuân,Saigon Riverside Complex,1324.88,10,high
Saigon Riverside Complex,Trường Tiểu học Lê Anh Xuân,1324.88,10,medium
"163 đường 45,",불막열삼,1325.03,10,low
불막열삼,"163 đường 45,",1325.03,10,low
"67 Mai Văn Vĩnh,",Boutique Charmés,1326.58,10,low
Boutique Charmés,"67 Mai Văn Vĩnh,",1326.58,10,low
43 Đường Số 43,Phan Huy Thục,1327.22,10,low
Phan Huy Thục,43 Đường Số 43,1327.22,10,low
2/2 Đường Số 79,Phan Huy Thục,1327.32,10,medium
Phan Huy Thục,2/2 Đường Số 79,1327.32,10,low
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","KC 52/13 HUYNH TAN PHAT KP3,",1328.42,10,low
"KC 52/13 HUYNH TAN PHAT KP3,","9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1328.42,10,high
WinMart+,An Vegetarian,1329.13,10,low
An Vegetarian,WinMart+,1329.13,10,low
Quận 7,Bùi Văn Ba,1331.24,10,medium
Bùi Văn Ba,Quận 7,1331.24,10,low
Chợ Cư xá Ngân hàng,Bùi Văn Ba,1331.88,10,high
Bùi Văn Ba,Chợ Cư xá Ngân hàng,1331.88,10,low
"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",Khu dân cư Kỷ Nguyên,1334.3,10,medium
Khu dân cư Kỷ Nguyên,"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",1334.3,10,medium
Tịnh xá Ngọc Quy,WinMart+,1337.93,10,low
WinMart+,Tịnh xá Ngọc Quy,1337.93,10,medium
Katinat,Quán Rắn Hương Phù Sa,1339.38,10,low
Quán Rắn Hương Phù Sa,Katinat,1339.38,10,low
Circle K,Công viên Mỹ Kim,1341.32,10,low
Công viên Mỹ Kim,Circle K,1341.32,10,medium
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Parkson,1342.53,10,high
Parkson,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1342.53,10,high
WinMart+,Siêu Thị K-Market,1342.86,10,low
Siêu Thị K-Market,WinMart+,1342.86,10,low
Đại Lý Sơn Nuớc Trường Đạt,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1343.37,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Đại Lý Sơn Nuớc Trường Đạt,1343.37,10,low
Đại học Cảnh sát,Quán Ăn An Ký,1343.86,10,medium
Quán Ăn An Ký,Đại học Cảnh sát,1343.86,10,medium
Mai Văn Vĩnh,Quán Cơm Tâm Mộc,1345.11,10,low
Quán Cơm Tâm Mộc,Mai Văn Vĩnh,1345.11,10,medium
43 Đường Số 43,Đại Lý Sơn Nuớc Trường Đạt,1346.18,10,low
Đại Lý Sơn Nuớc Trường Đạt,43 Đường Số 43,1346.18,10,low
WinMart+,"1489 Nguyễn Văn Linh, Tòa IPC",1346.32,10,low
"1489 Nguyễn Văn Linh, Tòa IPC",WinMart+,1346.32,10,low
Chợ Cư xá Ngân hàng,"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",1347.21,10,medium
"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",Chợ Cư xá Ngân hàng,1347.21,10,low
"67 Mai Văn Vĩnh,",Si Cafe,1347.62,10,low
Si Cafe,"67 Mai Văn Vĩnh,",1347.62,10,high
"Tòa Nhà Xưởng B,",Bùi Văn Ba,1348.11,10,medium
Bùi Văn Ba,"Tòa Nhà Xưởng B,",1348.11,10,medium
Đại học Cảnh sát,"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1348.84,10,low
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",Đại học Cảnh sát,1348.84,10,medium
Parkson,Chè Thiên Đường,1349.19,10,high
Chè Thiên Đường,Parkson,1349.19,10,medium
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Trường Quốc tế Nam Sài Gòn,1349.6,10,low
Trường Quốc tế Nam Sài Gòn,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1349.6,10,low
Sunrise Cityview - Sảnh A,Đại học Cảnh sát,1349.73,10,medium
Đại học Cảnh sát,Sunrise Cityview - Sảnh A,1349.73,10,low
Thiên Sơn Plaza,"78B đường số 43, khu phố 4",1349.84,10,low
"78B đường số 43, khu phố 4",Thiên Sơn Plaza,1349.84,10,high
Cầu Kênh Tẻ,Đầu bến Tân Quy,1350.67,10,high
Đầu bến Tân Quy,Cầu Kênh Tẻ,1350.67,10,medium
Bia Góc,Thiên Sơn Plaza,1352.8,10,low
Thiên Sơn Plaza,Bia Góc,1352.8,10,low
Tịnh xá Ngọc Quy,Trường Quốc tế Nam Sài Gòn,1352.94,10,high
Trường Quốc tế Nam Sài Gòn,Tịnh xá Ngọc Quy,1352.94,10,low
WinMart+,Thiên Sơn Plaza,1353.22,10,high
Thiên Sơn Plaza,WinMart+,1353.22,10,medium
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Quán Ăn An Ký,1353.58,10,low
Quán Ăn An Ký,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1353.58,10,medium
Đại Lý Sơn Nuớc Trường Đạt,"15 Nguyen Cao,",1353.95,10,medium
"15 Nguyen Cao,",Đại Lý Sơn Nuớc Trường Đạt,1353.95,10,low
"B4 Era Town, đường 15B,",1627/50/3a Đường Đào Trí,1355.0,10,high
1627/50/3a Đường Đào Trí,"B4 Era Town, đường 15B,",1355.0,10,low
645/51E Đ. Trần Xuân Soạn,Đại Lý Sơn Nuớc Trường Đạt,1355.73,10,low
Đại Lý Sơn Nuớc Trường Đạt,645/51E Đ. Trần Xuân Soạn,1355.73,10,medium
"Chung cư mỹ cảnh, đường Phạm Thái Bường,","67 Mai Văn Vĩnh,",1357.1,10,low
"67 Mai Văn Vĩnh,","Chung cư mỹ cảnh, đường Phạm Thái Bường,",1357.1,10,low
호치민 지구촌 교회,"170A Lâm Văn Bền, KP4,",1358.35,10,medium
"170A Lâm Văn Bền, KP4,",호치민 지구촌 교회,1358.35,10,medium
"78B đường số 43, khu phố 4","15 Nguyen Cao,",1358.5,10,high
"15 Nguyen Cao,","78B đường số 43, khu phố 4",1358.5,10,medium
43 Đường Số 43,"15 Nguyen Cao,",1358.67,10,medium
"15 Nguyen Cao,",43 Đường Số 43,1358.67,10,medium
"78B đường số 43, khu phố 4","Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1359.64,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,","78B đường số 43, khu phố 4",1359.64,10,medium
2/2 Đường Số 79,An Vegetarian,1359.81,10,high
An Vegetarian,2/2 Đường Số 79,1359.81,10,low
2/2 Đường Số 79,Quán Ăn An Ký,1360.73,10,low
Quán Ăn An Ký,2/2 Đường Số 79,1360.73,10,medium
43 Đường Số 43,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1360.99,10,medium
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",43 Đường Số 43,1360.99,10,low
"163 đường 45,",Nhà Thuốc An Khang,1362.81,10,low
Nhà Thuốc An Khang,"163 đường 45,",1362.81,10,low
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","6/57 Trần Văn Khánh,",1363.06,10,medium
"6/57 Trần Văn Khánh,","487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1363.06,10,low
Quận 7,Thiên Sơn Plaza,1363.28,10,low
Thiên Sơn Plaza,Quận 7,1363.28,10,high
"Toà nhà FPT đường số 8,",Bùi Văn Ba,1364.33,10,medium
Bùi Văn Ba,"Toà nhà FPT đường số 8,",1364.33,10,medium
Tạp Hoá Ngọc Hân,Tân Thuận Tây,1364.52,10,low
Tân Thuận Tây,Tạp Hoá Ngọc Hân,1364.52,10,low
Cà Phê Long Béo,Phan Huy Thục,1365.28,10,medium
Phan Huy Thục,Cà Phê Long Béo,1365.28,10,medium
WinMart+,Hà Huy Tập,1365.41,10,high
Hà Huy Tập,WinMart+,1365.41,10,medium
"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,","Toà nhà FPT đường số 8,",1365.79,10,low
"Toà nhà FPT đường số 8,","số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",1365.79,10,low
Katinat,2/2 Đường Số 79,1369.12,10,medium
2/2 Đường Số 79,Katinat,1369.12,10,medium
Đại Lý Sơn Nuớc Trường Đạt,"170A Lâm Văn Bền, KP4,",1370.15,10,medium
"170A Lâm Văn Bền, KP4,",Đại Lý Sơn Nuớc Trường Đạt,1370.15,10,medium
Nhà Mẫu Phú Mỹ Hưng,Mỹ Khang,1370.73,10,low
Mỹ Khang,Nhà Mẫu Phú Mỹ Hưng,1370.73,10,low
Thiên Sơn Plaza,Quán Rắn Hương Phù Sa,1371.24,10,low
Quán Rắn Hương Phù Sa,Thiên Sơn Plaza,1371.24,10,low
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,","Tòa Nhà Xưởng B,",1371.33,10,low
"Tòa Nhà Xưởng B,","Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1371.33,10,medium
"1041/62/10 Trần Xuân Soạn,","20/10 đường số 2,",1372.39,10,low
"20/10 đường số 2,","1041/62/10 Trần Xuân Soạn,",1372.39,10,low
Đại Lý Sơn Nuớc Trường Đạt,Katinat,1372.52,10,medium
Katinat,Đại Lý Sơn Nuớc Trường Đạt,1372.52,10,high
Thiên Sơn Plaza,호치민 지구촌 교회,1373.17,10,low
호치민 지구촌 교회,Thiên Sơn Plaza,1373.17,10,low
Cửa hàng Chuồn chuồn Đỏ,Trung Tâm Mua Sắm Vivo City,1374.2,10,high
Trung Tâm Mua Sắm Vivo City,Cửa hàng Chuồn chuồn Đỏ,1374.2,10,high
43 Đường Số 43,호치민 지구촌 교회,1374.69,10,low
호치민 지구촌 교회,43 Đường Số 43,1374.69,10,high
Quán Rắn Hương Phù Sa,Quán Ăn An Ký,1375.19,10,medium
Quán Ăn An Ký,Quán Rắn Hương Phù Sa,1375.19,10,low
Parkson,"67 Mai Văn Vĩnh,",1375.71,10,low
"67 Mai Văn Vĩnh,",Parkson,1375.71,10,medium
Quán Rắn Hương Phù Sa,Trung Tâm Mua Sắm Vivo City,1375.75,10,low
Trung Tâm Mua Sắm Vivo City,Quán Rắn Hương Phù Sa,1375.75,10,medium
"36A, Đường 81,",Katinat,1377.04,10,low
Katinat,"36A, Đường 81,",1377.04,10,medium
43 Đường Số 43,Katinat Nguyễn Thị Thập,1377.17,10,low
Katinat Nguyễn Thị Thập,43 Đường Số 43,1377.17,10,high
"Tòa Nhà Xưởng B,","số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",1379.19,10,low
"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,","Tòa Nhà Xưởng B,",1379.19,10,medium
"163 đường 45,",Bệnh viện Quận 7,1379.78,10,high
Bệnh viện Quận 7,"163 đường 45,",1379.78,10,low
"1489 Nguyễn Văn Linh, Tòa IPC","08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1379.84,10,high
"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,","1489 Nguyễn Văn Linh, Tòa IPC",1379.84,10,low
"36A, Đường 81,","1489 Nguyễn Văn Linh, Tòa IPC",1381.05,10,low
"1489 Nguyễn Văn Linh, Tòa IPC","36A, Đường 81,",1381.05,10,low
Mai Văn Vĩnh,Siêu Thị K-Market,1381.06,10,medium
Siêu Thị K-Market,Mai Văn Vĩnh,1381.06,10,low
Mai Văn Vĩnh,Parkson,1382.41,10,medium
Parkson,Mai Văn Vĩnh,1382.41,10,medium
Parkson,Nhà Thuốc Thái Thanh,1384.67,10,high
Nhà Thuốc Thái Thanh,Parkson,1384.67,10,low
Chè Thiên Đường,Nguyễn Thị Thập,1385.17,10,medium
Nguyễn Thị Thập,Chè Thiên Đường,1385.17,10,low
541 Huỳnh Tấn Phát,"KC 52/13 HUYNH TAN PHAT KP3,",1385.34,10,low
"KC 52/13 HUYNH TAN PHAT KP3,",541 Huỳnh Tấn Phát,1385.34,10,high
Nguyễn Thị Thập,An Vegetarian,1386.28,10,low
An Vegetarian,Nguyễn Thị Thập,1386.28,10,high
Bia Góc,Phan Huy Thục,1386.62,10,medium
Phan Huy Thục,Bia Góc,1386.62,10,high
Đầu bến Tân Quy,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1388.46,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Đầu bến Tân Quy,1388.46,10,low
Thiên Sơn Plaza,"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1393.26,10,low
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",Thiên Sơn Plaza,1393.26,10,medium
Quận 7,Nhà Thuốc Thái Thanh,1393.65,10,high
Nhà Thuốc Thái Thanh,Quận 7,1393.65,10,low
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Trường Tiểu học Lê Anh Xuân,1394.5,10,low
Trường Tiểu học Lê Anh Xuân,"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1394.5,10,low
"36A, Đường 81,",Hỷ Lạc Bánh Mì Chay,1394.67,10,medium
Hỷ Lạc Bánh Mì Chay,"36A, Đường 81,",1394.67,10,low
Parkson,À La Main,1395.98,10,low
À La Main,Parkson,1395.98,10,medium
"163 đường 45,",Chè Thiên Đường,1396.64,10,high
Chè Thiên Đường,"163 đường 45,",1396.64,10,medium
Chợ Cư xá Ngân hàng,Bệnh viện Quận 7,1397.53,10,low
Bệnh viện Quận 7,Chợ Cư xá Ngân hàng,1397.53,10,low
Phan Huy Thục,"170A Lâm Văn Bền, KP4,",1397.97,10,low
"170A Lâm Văn Bền, KP4,",Phan Huy Thục,1397.97,10,high
"163 đường 45,",Thiên Sơn Plaza,1398.91,10,low
Thiên Sơn Plaza,"163 đường 45,",1398.91,10,medium
Quán Cơm Tâm Mộc,Hỷ Lạc Bánh Mì Chay,1398.96,10,low
Hỷ Lạc Bánh Mì Chay,Quán Cơm Tâm Mộc,1398.96,10,high
Nguyễn Thị Thập,"36A, Đường 81,",1399.66,10,high
"36A, Đường 81,",Nguyễn Thị Thập,1399.66,10,medium
Cửa hàng Chuồn chuồn Đỏ,Circle K,1399.77,10,medium
Circle K,Cửa hàng Chuồn chuồn Đỏ,1399.77,10,high
Cầu Kênh Tẻ,"78B đường số 43, khu phố 4",1400.33,10,low
"78B đường số 43, khu phố 4",Cầu Kênh Tẻ,1400.33,10,high
"67 Mai Văn Vĩnh,",McDonald's,1402.11,10,low
McDonald's,"67 Mai Văn Vĩnh,",1402.11,10,high
"163 đường 45,",Hương Sen Spa,1403.22,10,high
Hương Sen Spa,"163 đường 45,",1403.22,10,low
Đại học Cảnh sát,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1403.87,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Đại học Cảnh sát,1403.87,10,medium
Quán Cơm Tâm Mộc,"67 Mai Văn Vĩnh,",1403.96,10,low
"67 Mai Văn Vĩnh,",Quán Cơm Tâm Mộc,1403.96,10,low
"170A Lâm Văn Bền, KP4,",Katinat Nguyễn Thị Thập,1404.86,10,medium
Katinat Nguyễn Thị Thập,"170A Lâm Văn Bền, KP4,",1404.86,10,low
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,","6/57 Trần Văn Khánh,",1405.12,10,medium
"6/57 Trần Văn Khánh,","Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1405.12,10,low
British English Club,Parkson,1405.13,10,low
Parkson,British English Club,1405.13,10,medium
Mai Văn Vĩnh,Hà Huy Tập,1406.14,10,high
Hà Huy Tập,Mai Văn Vĩnh,1406.14,10,low
McDonald's,Trường Tiểu học Lê Anh Xuân,1407.14,10,high
Trường Tiểu học Lê Anh Xuân,McDonald's,1407.14,10,low
Hỷ Lạc Bánh Mì Chay,Công viên Mỹ Kim,1407.21,10,low
Công viên Mỹ Kim,Hỷ Lạc Bánh Mì Chay,1407.21,10,medium
Cà Phê Long Béo,Thiên Sơn Plaza,1407.28,10,low
Thiên Sơn Plaza,Cà Phê Long Béo,1407.28,10,high
2/2 Đường Số 79,Si Cafe,1408.64,10,low
Si Cafe,2/2 Đường Số 79,1408.64,10,low
Bệnh viện Quận 7,Bùi Văn Ba,1408.68,10,low
Bùi Văn Ba,Bệnh viện Quận 7,1408.68,10,medium
Quán Rắn Hương Phù Sa,Si Cafe,1409.18,10,low
Si Cafe,Quán Rắn Hương Phù Sa,1409.18,10,low
Saigon Riverside Complex,1627/50/3a Đường Đào Trí,1410.12,10,low
1627/50/3a Đường Đào Trí,Saigon Riverside Complex,1410.12,10,low
Cầu Kênh Tẻ,2/2 Đường Số 79,1410.42,10,medium
2/2 Đường Số 79,Cầu Kênh Tẻ,1410.42,10,high
Sunrise Cityview - Sảnh A,2/2 Đường Số 79,1410.55,10,medium
2/2 Đường Số 79,Sunrise Cityview - Sảnh A,1410.55,10,low
Phan Huy Thục,"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",1411.11,10,medium
"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",Phan Huy Thục,1411.11,10,medium
Hỷ Lạc Bánh Mì Chay,Siêu Thị K-Market,1412.43,10,low
Siêu Thị K-Market,Hỷ Lạc Bánh Mì Chay,1412.43,10,medium
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Quán Rắn Hương Phù Sa,1413.16,10,low
Quán Rắn Hương Phù Sa,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1413.16,10,medium
Quán Cơm Tâm Mộc,Quán Rắn Hương Phù Sa,1413.93,10,low
Quán Rắn Hương Phù Sa,Quán Cơm Tâm Mộc,1413.93,10,low
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",2/2 Đường Số 79,1416.52,10,medium
2/2 Đường Số 79,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1416.52,10,medium
"Chung cư River panorama số 26 đường lê thị chợ, Quận 7,",Nhà Thuốc Thái Thanh,1416.91,10,high
Nhà Thuốc Thái Thanh,"Chung cư River panorama số 26 đường lê thị chợ, Quận 7,",1416.91,10,low
"163 đường 45,",Tân Thuận Tây,1417.19,10,low
Tân Thuận Tây,"163 đường 45,",1417.19,10,high
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","6/57 Trần Văn Khánh,",1417.35,10,low
"6/57 Trần Văn Khánh,","9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1417.35,10,medium
Đại học Cảnh sát,"15 Nguyen Cao,",1417.47,10,medium
"15 Nguyen Cao,",Đại học Cảnh sát,1417.47,10,low
Nguyễn Thị Thập,Nhà Thuốc An Khang,1417.78,10,low
Nhà Thuốc An Khang,Nguyễn Thị Thập,1417.78,10,low
Nguyễn Thị Thập,Đầu bến Tân Quy,1418.21,10,medium
Đầu bến Tân Quy,Nguyễn Thị Thập,1418.21,10,low
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Nguyễn Thị Thập,1418.36,10,low
Nguyễn Thị Thập,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1418.36,10,high
Circle K,Quán Ăn An Ký,1418.38,10,low
Quán Ăn An Ký,Circle K,1418.38,10,medium
Đầu bến Tân Quy,Công viên Mỹ Kim,1418.48,10,low
Công viên Mỹ Kim,Đầu bến Tân Quy,1418.48,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Katinat Nguyễn Thị Thập,1419.5,10,medium
Katinat Nguyễn Thị Thập,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1419.5,10,low
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","Tòa Nhà Xưởng B,",1419.99,10,medium
"Tòa Nhà Xưởng B,","487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1419.99,10,medium
Chợ Cư xá Ngân hàng,Hỷ Lạc Bánh Mì Chay,1421.12,10,low
